Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL
"Untitled, plate 1 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 7/16 x 6 1/4"" (21.5 x 15.8 cm); sheet: 11 1/8 x 8 7/8"" (28 x 22.6 cm)",Gift of the artist,532.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70690,http://www.moma.org/collection/works/70690
"Untitled, plate 1 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 7/16 x 6 3/16"" (21.5 x 15.7 cm); sheet: 13 7/16 x 10 1/4"" (34 x 26 cm)",Gift of the artist,533.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70705,http://www.moma.org/collection/works/70705
"Untitled, plate 1 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 9 15/16 x 7 1/2"" (25 x 19 cm)",Gift of the artist,534.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70721,http://www.moma.org/collection/works/70721
"Untitled, plate 2 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.8 x 15.8cm); sheet: 9 13/16 × 7 5/8"" (25 × 19.3 cm)",Gift of the artist,535.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70737,http://www.moma.org/collection/works/70737
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,"Drypoint, with hand additions","plate: 8 9/16 x 6 1/4"" (21.8 x 15.8 cm); sheet: 15 5/16 x 10 1/8"" (38 x 25.8 cm)",Gift of the artist,536.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70753,http://www.moma.org/collection/works/70753
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,"Drypoint, with hand additions","plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 9 15/16 x 7 1/2"" (25 x 19 cm)",Gift of the artist,537.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70769,http://www.moma.org/collection/works/70769
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 13 3/16 x 10 9/16"" (33 x 26.8 cm)",Gift of the artist,538.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70792,http://www.moma.org/collection/works/70792
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 12 9/16 x 10 1/4"" (31 x 26 cm)",Gift of the artist,539.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70809,http://www.moma.org/collection/works/70809
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 12 1/2 x 10 1/4"" (31 x 26.1 cm)",Gift of the artist,540.1996,Print,Prints & Illustrated Books,1996-11-12,N,70826,
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 7/16 x 6 1/4"" (21.5 x 15.9 cm); sheet: 11 1/2 x 9"" (29 x 22.9 cm)",Gift of the artist,541.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70842,http://www.moma.org/collection/works/70842
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 10 1/16 x 7 9/16"" (25 x 19.3 cm)",Gift of the artist,542.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70859,http://www.moma.org/collection/works/70859
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint and aquatint with cut-out,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 13 9/16 x 10 5/16"" (34 x 26.2 cm)",Gift of the artist,543.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70880,http://www.moma.org/collection/works/70880
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,"Drypoint, with cut-out","plate: 8 9/16 x 6 3/16"" (21.7 x 15.7 cm); sheet: 10 3/16 x 7 9/16"" (25 x 19.3 cm)",Gift of the artist,544.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70895,http://www.moma.org/collection/works/70895
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,"Drypoint and aquatint, with cut-out","plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 10 1/8 x 7 9/16"" (25 x 19.2 cm)",Gift of the artist,545.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70908,http://www.moma.org/collection/works/70908
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,"Drypoint, with hand additions","plate: 8 9/16 x 6 3/16"" (21.7 x 15.7cm); sheet: 10 1/4 × 7 5/8"" (26 × 19.4 cm)",Gift of the artist,546.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70924,http://www.moma.org/collection/works/70924
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,"Drypoint, with hand additions","plate: 8 9/16 x 6 1/4"" (21.7 x 15.8 cm); sheet: 10 x 7 1/2"" (25 x 19.1 cm)",Gift of the artist,547.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70938,http://www.moma.org/collection/works/70938
"Untitled, plate 8 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,"Drypoint and aquatint, with hand additions","plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 9 15/16 x 7 7/16"" (25 x 18.9 cm)",Gift of the artist,548.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70953,http://www.moma.org/collection/works/70953
"Untitled, plate 9 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,"Drypoint, with hand additions","plate: 8 9/16 x 6 1/4"" (21.7 x 15.8 cm); sheet: 10 3/8 x 7 5/8"" (26 x 19.4 cm)",Gift of the artist,549.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70967,http://www.moma.org/collection/works/70967
"Untitled, plate 9 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 12 1/2 x 10 1/4"" (31 x 26.1 cm)",Gift of the artist,550.1996,Print,Prints & Illustrated Books,1996-11-12,Y,70981,http://www.moma.org/collection/works/70981
"Untitled, plate 9 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 12 1/2 x 10 1/4"" (31 x 26.1 cm)",Gift of the artist,551.1996,Print,Prints & Illustrated Books,1996-11-12,N,70996,
"Untitled, plate 9 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 7/16 x 6 1/4"" (21.4 x 15.8 cm); sheet: 11 5/8 x 9 1/8"" (29 x 23.2 cm)",Gift of the artist,552.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71009,http://www.moma.org/collection/works/71009
"Untitled, plate 3 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 7/16 x 6 3/16"" (21.4 x 15.7 cm); sheet: 13 7/16 x 10 1/4"" (34 x 26 cm)",Gift of the artist,553.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71023,http://www.moma.org/collection/works/71023
"Untitled, plate 3 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 9 15/16 x 7 1/2"" (25 x 19 cm)",Gift of the artist,554.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71038,http://www.moma.org/collection/works/71038
"Untitled, plate 3 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 7/16 x 6 1/4"" (21.4 x 15.8 cm); sheet: 11 1/8 x 8 15/16"" (28 x 22.7 cm)",Gift of the artist,555.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71053,http://www.moma.org/collection/works/71053
"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 3/8 x 6 1/4"" (21.3 x 15.8 cm); sheet: 13 7/16 x 10 1/4"" (34 x 26 cm)",Gift of the artist,556.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71068,http://www.moma.org/collection/works/71068
"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 9/16 x 6 3/16"" (21.7 x 15.7 cm); sheet: 13 3/8 x 10 3/16"" (34 x 25.9 cm)",Gift of the artist,557.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71082,http://www.moma.org/collection/works/71082
"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.8 cm); sheet: 12 15/16 x 10 1/8"" (33 x 25.7 cm)",Gift of the artist,558.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71095,http://www.moma.org/collection/works/71095
"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 14 3/4 x 10 1/8"" (37 x 25.7 cm)",Gift of the artist,559.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71109,http://www.moma.org/collection/works/71109
"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,"Drypoint, with hand additions","plate: 8 9/16 x 6 1/4"" (21.7 x 15.8 cm); sheet: 15 x 10 3/16"" (38 x 25.9 cm)",Gift of the artist,560.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71127,http://www.moma.org/collection/works/71127
"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,"Drypoint, with hand additions","plate: 8 7/16 x 6 1/4"" (21.4 x 15.8 cm); sheet: 11 1/8 x 8 15/16"" (28 x 22.7 cm)",Gift of the artist,561.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71149,http://www.moma.org/collection/works/71149
"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 9 15/16 x 7 1/2"" (25 x 19 cm)",Gift of the artist,562.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71168,http://www.moma.org/collection/works/71168
"Untitled, plate 6 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 3/16"" (21.6 x 15.7 cm); sheet: 14 5/8 x 10"" (37 x 25.5 cm)",Gift of the artist,563.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71183,http://www.moma.org/collection/works/71183
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 7/16 x 6 1/4"" (21.5 x 15.8 cm); sheet: 13 7/16 x 10 1/4"" (34 x 26 cm)",Gift of the artist,564.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71197,http://www.moma.org/collection/works/71197
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 7/16 x 6 5/16"" (21.5 x 16 cm); sheet: 11 1/8 x 8 15/16"" (28 x 22.7 cm)",Gift of the artist,565.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71213,http://www.moma.org/collection/works/71213
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,"Drypoint, with hand additions","plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 12 15/16 x 10"" (33 x 25.5 cm)",Gift of the artist,566.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71229,http://www.moma.org/collection/works/71229
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 9 15/16 x 7 1/2"" (25 x 19 cm)",Gift of the artist,567.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71257,http://www.moma.org/collection/works/71257
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.8 cm); sheet: 13 7/16 x 10 1/4"" (34 x 26 cm)",Gift of the artist,568.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71269,http://www.moma.org/collection/works/71269
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 1/4"" (21.6 x 15.8 cm); sheet: 9 15/16 x 7 1/2"" (25 x 19 cm)",Gift of the artist,569.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71284,http://www.moma.org/collection/works/71284
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 9 15/16 x 7 1/2"" (25 x 19 cm)",Gift of the artist,570.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71299,http://www.moma.org/collection/works/71299
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 13 x 10 9/16"" (33 x 26.9 cm)",Gift of the artist,571.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71320,http://www.moma.org/collection/works/71320
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1996,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.9 cm); sheet: 12 15/16 x 10 1/2"" (33 x 26.7 cm)",Gift of the artist,572.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71333,http://www.moma.org/collection/works/71333
"Untitled, plate 7 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 9/16 x 6 1/4"" (21.7 x 15.8 cm); sheet: 13 1/8 x 8 15/16"" (33 x 22.8 cm)",Gift of the artist,573.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71352,http://www.moma.org/collection/works/71352
"Untitled, plate 4 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 7/16 x 6 3/16"" (21.4 x 15.7 cm); sheet: 13 7/16 x 10 1/4"" (34 x 26 cm)",Gift of the artist,574.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71361,http://www.moma.org/collection/works/71361
"Untitled, plate 4 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 7/16 x 6 1/4"" (21.4 x 15.8 cm); sheet: 11 1/4 x 8 15/16"" (28 x 22.7 cm)",Gift of the artist,575.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71370,http://www.moma.org/collection/works/71370
"Untitled, plate 4 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 1/8"" (21.6 x 15.6cm); sheet: 14 3/16 × 10 3/16"" (36 × 25.9 cm)",Gift of the artist,576.1996,Print,Prints & Illustrated Books,1996-11-12,N,71388,
"Untitled, plate 4 of 9, from the portfolio, The View from the Bottom of the Well",Louise Bourgeois,"(American, born France. 1911–2010)",1995,Drypoint,"plate: 8 1/2 x 6 3/16"" (21.6 x 15.7 cm); sheet: 9 15/16 x 7 1/2"" (25 x 19 cm)",Gift of the artist,577.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71398,http://www.moma.org/collection/works/71398
Untitled,Louise Bourgeois,"(American, born France. 1911–2010)",1995,"Drypoint, with hand additions","plate: 8 7/16 x 6 1/4"" (21.4 x 15.8 cm); sheet: 11 1/4 x 8 15/16"" (28 x 22.8 cm)",Gift of the artist,578.1996,Print,Prints & Illustrated Books,1996-11-12,Y,71416,http://www.moma.org/collection/works/71416
