bioguide_id,twitter_id,twitter_username,facebook_id,facebook_username,youtube_id,youtube_username,instagram_id,instagram_username
B001273,110545675,RepDianeBlack,186436274719648,DianeBlackTN06,UCREZGYWeFh6-gfodmoWVUFg,RepDianeBlack,371192551,repdianeblack
B001271,242761889,CongressmanDan,124163654317596,CongressmanDan,,,,
B001270,239949176,RepKarenBass,190867440939405,RepKarenBass,UCQZg7oxkV3Yag2emYPLhT2g,RepKarenBass,,
B001269,239871673,RepLouBarletta,192357174108435,CongressmanLouBarletta,UChViw1Iv0nY1b3Qq9Q0vDBQ,reploubarletta,,
B001267,224285242,SenBennetCo,97172997732,senatorbennet,UCXB3cljpMwTyCUyLr2ZVLow,SenatorBennet,,
B001261,202206694,SenJohnBarrasso,21146775942,johnbarrasso,UC80PfiCAB2Fe1MFayWlR6GQ,barrassowyo,,
B001260,20467163,VernBuchanan,67106719910,CongressmanBuchanan,UCY4DEy41NxOTdcF8_XAVZvw,vernbuchanan,344865327,repvern
B001257,26051676,RepGusBilirakis,135445766485586,GusBilirakis,UC2z1uu1n4-60xXs5x1mvLJw,RepGusBilirakis,,
B001255,249339682,RepBoustany,197407646951718,RepBoustany,UC2S34gtxbiXDloza9EgFAZA,boustanyla07,,
B001251,432676344,GKButterfield,274687979233940,congressmangkbutterfield,UCbodCVgLfcbaep49L1M-mqA,GKBNC01,,
B001250,148006729,RepRobBishop,,RepRobBishop,UCJC2BXNGQEUom7Tp7FKfxlQ,CongressmanBishop,,
B001248,15751083,MichaelCBurgess,6916472567,michaelcburgess,UCvvO8lo-Nkc31cEEElqQvQw,michaelcburgessmd,,
B001243,278145569,MarshaBlackburn,6470828395,marshablackburn,UCvNnmu5mUm7xr8QXBlbtQ9w,RepMarshaBlackburn,,
B001236,5558312,JohnBoozman,7686715735,JohnBoozman,UC9vWHKL5OfIYh6kIV0rF2yw,BoozmanPressOffice,,
B001227,148453195,RepBrady,118845109487,RepRobertBrady,UCHbTbPH6iCtaA_AKPwDy04A,BradyPA01,1405678385,repbrady
B001135,21157904,SenatorBurr,132653626787856,SenatorRichardBurr,UCOLLZpp-1womBSFDV2uLfag,SenatorRichardBurr,,
B000944,43910797,SenSherrodBrown,,,UCgy8jfERh-t_ixkKKoCmglQ,SherrodBrownOhio,,
B000755,19926675,RepKevinBrady,9307301412,kevinbrady,UC6Ng0uMQEBVgXO_HF0NbfXA,KBrady8,337613850,repkevinbrady
B000711,15442036,SenatorBoxer,116513005087055,senatorboxer,UCWDQBlCBh67UgfNvSXDvbmw,SenatorBoxer,554053812,senatorboxer
B000589,7713202,SpeakerBoehner,175082565865743,SpeakerJohnBoehner,UC-cxqz-2fBOekclLlaERLJQ,johnboehner,249235106,speakerboehner
B000575,21269970,RoyBlunt,142473042477322,SenatorBlunt,UCFeLRzjhThTmaWzuh5qjpGA,SenatorBlunt,21185436,royblunt
B000574,137823987,BlumenauerMedia,,,UCuziVoKuGn7feNA5VrpxsBQ,RepBlumenauer,,
B000490,249410485,SanfordBishop,366739521606,sanfordbishop,UCxF9veLBrkr_CqVq5eFYVGg,RepSanfordBishop,,
B000287,133832049,RepBecerra,90311772229,XavierBecerra,UCoY0rJzkgkl1TmoKTUKTI6w,XavierBecerra,1216529275,repbecerra
B000213,19929362,RepJoeBarton,15617630596,RepJoeBarton,UC9zg5RmxfNdBfz4iZuzvWXg,repjoebarton,,
A000368,,,123436097729198,kellyayottenh,UCe_jD6bQuBwAo4CxwUm_ztw,SenatorAyotte,,
A000367,,,173604349345646,repjustinamash,UCeg6HhoCXrS8xpON9dxtZgA,repjustinamash,,
A000360,76649729,SenAlexander,89927603836,senatorlamaralexander,UChDLBjn5RWqgMmCSswT05IQ,lamaralexander,1156775647,senlamaralexander
A000055,76452765,Robert_Aderholt,19787529402,RobertAderholt,UC71CAgpg1gbLTew_pfTneGA,RobertAderholt,,
B000911,292935209,RepCorrineBrown,179120958813519,congresswomanbrown,UC6-GswVFgN05YYkPGVx2KEQ,CongresswomanBrown,,
C001083,237770636,JohnCarneyde,156024857781159,JohnCarneyDE,UCT9yU36lD-zOTJKhmX_w_dA,RepJohnCarney,623634991,johncarneyde
B001245,,,161729837225622,madeleine.bordallo,,,,
D000617,995193054,RepDelBene,483962224987343,RepDelBene,UCd00b7TpKDZIr-Ujhaktvjg,,,
B001278,558769636,RepBonamici,252633384817156,congresswomanbonamici,UC0IkAeEiwgzSRTD1TDSvuBw,RepSuzanneBonamici,,
C000567,555474658,SenThadCochran,,,UCTnKP_ye7nI5DEn_zreaa3g,sencochran,,
K000383,1068481578,SenAngusKing,142803045874943,SenatorAngusSKingJr,UCpp6lGvrmt0XU_lnD4Ak0gA,SenatorAngusKing,,
A000369,402719755,MarkAmodeiNV2,307227745970624,MarkAmodeiNV2,UCjOGx2iqSn1r3BQxaVgYhYw,markamodeinv2,,MarkAmodeiNV2
L000580,1061385474,RepLujanGrisham,191640657646128,RepLujanGrisham,UCS_N-wEnUBEbVYCD-CXpNjw,RepLujanGrisham,379143191,replujangrisham
D000621,1058807868,RepDeSantis,464253846966014,RepDeSantis,UCRM1qBatq45tZxRqYeUa02g,RepRonDeSantis,,
D000620,937723303,RepJohnDelaney,324527257655694,congressmanjohndelaney,UC-Sz2M53ZYi_8MvapFKZJiw,repjohndelaney,,
S001193,942156122,RepSwalwell,450130878375355,CongressmanEricSwalwell,UCKvwsFNGD4sDkE_9g-2ft0w,ericswalwell,338799200,repswalwell
M001190,1060370282,RepMullin,453637624684399,CongressmanMarkwayneMullin,,,,
K000379,1055907624,RepJoeKennedy,301936109927957,301936109927957,UCgfHlaGqxD8p-2V_YlNIqrA,,1328567154,repkennedy
B001284,1074101017,SusanWBrooks,517697358277175,congresswomansusanwbrooks,UCMd7LzaBcbQ06aKHoj9KkSQ,SusanWBrooks,365798183,susanwbrooks
W000813,1065995022,RepWalorski,466876036704525,RepJackieWalorski,UC8fsSDjVJ_VnCF3ccx3Lkng,repwalorski,,
R000597,1058345042,RepTomRice,403403083083104,reptomrice,UCEmPVQphMGoXAfWJli68BEw,RepTomRice,,
M001188,1051127714,RepGraceMeng,195734010571362,repgracemeng,UCHg516zJKbIBtXFAJ0nu3XQ,,,
M001189,1045853744,RepLukeMesser,367444640018564,RepLukeMesser,UC9NKMvZuY2koTf1iVurxicw,RepLukeMesser,,
M001185,1072467470,RepSeanMaloney,551199354892891,RepSeanMaloney,UCNiVzzf4Vz-vCMPBcnjGuXQ,,,
H001064,1068499286,RepDennyHeck,547907568553615,CongressmanDennyHeck,UCU89cl5_yhHzo-oTHiEyaRg,RepDennyHeck,,
H001065,1058460818,RepHolding,384164668340890,CongressmanGeorgeHolding,UCx6IgBfJmIhXSXymnPr78hw,repholding,,
N000127,1055685948,USRepRickNolan,388085277945339,UsRepRickNolan,UCmGkPQXVR8GzVAPXN54AoXg,USRepRickNolan,,
T000472,1037321378,RepMarkTakano,262447300551014,RepMarkTakano,UCJg4F1irmSFeKoXZBaZbX2w,RepMarkTakano,,
J000294,467823431,RepJeffries,118349138343701,RepHakeemJeffries,UCYVmbsjoNbQ4j-PCQIYgpWQ,,,
J000295,976969338,RepDaveJoyce,404318572981934,RepDaveJoyce,UCTu9xz2VYk-jtQv0TVsLyYA,repdavejoyce,360743678,repdavejoyce
L000579,1055730738,RepLowenthal,392631677490897,RepLowenthal,UC-GgROtn5Hxm1H9a6qvy_Wg,RepLowenthal,,
C001093,1060487274,RepDougCollins,505646972800006,RepresentativeDougCollins,UCgKTZXOJX2UwAdLNZ4MQdig,repdougcollins,,
W000814,1058051748,TXRandy14,128891177274584,TXRandy14,UCJSZRrAcd5i1bHLjR66PZdg,TXRandy14,,
K000381,1058917562,RepDerekKilmer,450819048314124,derek.kilmer,,,,
G000571,1064206014,TulsiPress,392284484191405,RepTulsiGabbard,UCkQmC0YfIU4388Tu0_k4esA,tulsipress,,
D000618,11651202,SteveDaines,185361254941832,SteveDainesMT,UC-ny-W5mEUGytiyMdXbQ20Q,SteveDainesMT,371125857,stevedaines
Y000065,1071900114,RepTedYoho,563532937006022,CongressmanTedYoho,UCGmDQgEgP2Z0NjavmnS9Hwg,RepTedYoho,,
E000293,1060984272,RepEsty,292076514228382,RepEsty,UCJoc9OfUHVbx0Z7V055sbCA,RepEsty,,
K000382,1058717720,RepAnnieKuster,115543081952049,CongresswomanAnnieKuster,UCYAD_Eti2b5gXSicbgPsBYA,RepKuster,,
K000380,1045110018,RepDanKildee,484166588292670,RepDanKildee,UC_KpQ-n3IT5dL5ul21XA9Yw,RepDanKildee,582887115,repdankildee
C001090,776664410,RepCartwright,248507065275406,CongressmanMattCartwright,UCnAOvexSGLBnYidaFzguhTQ,,,
C001095,968650362,SenTomCotton,120355701459307,SenatorTomCotton,UCXEk6mokWBajIpNatbjnwSg,RepTomCotton,,
B001286,1092979962,RepCheri,581909665168588,RepCheri,UCrkOYuIsVeb4dvKeeO7jnaA,RepCheri,,
B001287,950783972,RepBera,528662157146886,RepAmiBera,UClJCTCo53Zk6b4kUL-bbdzg,repamibera,,
F000454,1080509366,RepBillFoster,102918290599,CongressmanBillFoster,UCicixINQr_-3cFHI2bJzFpQ,RepBillFoster,,
P000606,950328072,RepPittenger,376142742468386,congressmanpittenger,UCPr1MiyBx6K6wH3zgMWFtMQ,CongressmanPittenger,,
M001187,963480595,RepMarkMeadows,409882952423501,Repmarkmeadows,UCu1unBO6gQdCz3qok5LPFGQ,RepMarkMeadows,,
F000462,1077121945,RepLoisFrankel,138220153003017,RepLoisFrankel,UCEk5viAhxaW_2OK20-yBwzQ,reploisfrankel,,
H001067,935033864,RepRichHudson,212153802255530,RepRichHudson,UC9Q1qCvnQR7rHERjTjJl5Pg,RepRichHudson,,
V000131,1074129612,RepVeasey,394849110600016,CongressmanMarcVeasey,UC2CRp1KF5uljZyhDRPR-72Q,marcveasey,676925345,repveasey
V000132,1083448909,RepFilemonVela,510462622331477,USCongressmanFilemonVela,,,,
P000605,18773159,RepScottPerry,376801102416184,Rep.ScottPerry,UCzgrU5PT_HHRgf5hXPen4dQ,RepScottPerry,519463466,repscottperry
R000599,1089859058,CongressmanRuiz,245244468941114,CongressmanRaulRuizMD,UCSDk-cyNPCo1iy6rweSPmBw,repraulruiz,,
S000018,1072382221,RepMattSalmon,149561218527414,RepMattSalmon,UCDzGvCYeZMWvULdQIaWQung,repmattsalmon,,
C001094,1074412920,RepPaulCook,464458413604093,RepPaulCook,UCqK--hf5cuvg7BR_oisyRiA,RepPaulCook,,
C001096,1048784496,RepKevinCramer,498751820147706,CongressmanKevinCramer,UCqUPdO9XaAW-dvwwXKbIVdA,kevincramer,,
C001092,1058256326,RepChrisCollins,467047586692268,RepChrisCollins,UCSwQQJaKI4TzuYDUwHwwnxQ,RepChrisCollins,379808544,repchriscollins
W000812,1051446626,RepAnnWagner,215485388588143,RepAnnWagner,UCy2v2DXXvQnbRc8Zx77Dnsg,,,
W000817,970207298,SenWarren,131559043673264,senatorelizabethwarren,UCTH9zV8Imw09J5bOoTR18_A,senelizabethwarren,,
K000368,1090002997,RepKirkpatrick,152493768236405,RepKirkpatrick,UCBaTLi-KBQ9SW3R0setKu0g,repannkirkpatrick,,
D000619,993153006,RodneyDavis,323631667743052,RepRodneyDavis,UCiGPTfpwRxqQp0Bam5S8zwA,RepRodneyDavis,,
S001192,1072008757,RepChrisStewart,242042855928904,RepChrisStewart,UCKYqzTvmQVWys-WhrCkbyPw,repchrisstewart,,repChrisStewart
