Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
03/11/2014,141006875,03/10/2014,1600,10,West Valley,1034,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              RESEDA,   VICTORY,"(34.1866, -118.536)"
03/20/2014,141007256,03/10/2014,0001,10,West Valley,1015,354,THEFT OF IDENTITY,IC,Invest Cont, 7400         BALCOM                       AV,,"(34.2048, -118.5208)"
03/22/2014,141007372,03/10/2014,1400,10,West Valley,1094,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,18200         ROSITA                       ST,,"(34.1574, -118.53)"
03/10/2014,141100612,03/10/2014,1230,11,Northeast,1151,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AA,Adult Arrest,              SUNSET,   NORMANDIE,"(34.0981, -118.3005)"
03/10/2014,141107104,03/10/2014,0220,11,Northeast,1177,997,TRAFFIC DR #,IC,Invest Cont,              FIGUEROA                     ST,   AVENUE 22                    ST,"(34.0812, -118.2264)"
03/10/2014,141107107,03/10/2014,0055,11,Northeast,1119,648,ARSON,IC,Invest Cont, 7100      N  FIGUEROA                     ST,,"(34.1311, -118.1888)"
03/10/2014,141107110,03/10/2014,0735,11,Northeast,1174,997,TRAFFIC DR #,IC,Invest Cont,              PARK                         DR,   AVON PARK                    TR,"(34.0884, -118.245)"
03/10/2014,141107111,03/10/2014,1125,11,Northeast,1145,997,TRAFFIC DR #,IC,Invest Cont,              RIVERSIDE                    DR,   NEWELL                       ST,"(34.1085, -118.2608)"
03/10/2014,141107112,03/10/2014,0750,11,Northeast,1135,997,TRAFFIC DR #,AO,Adult Other,              EAGLE ROCK                   BL,   AVENUE 40,"(34.1126, -118.2367)"
03/10/2014,141107127,03/10/2014,1520,11,Northeast,1181,997,TRAFFIC DR #,AO,Adult Other,              SCOTT                        AV,   GLENDALE                     BL,"(34.0846, -118.2674)"
03/10/2014,141107129,03/10/2014,1735,11,Northeast,1123,310,BURGLARY,AA,Adult Arrest, 3600         REVERE                       AV,,"(34.1199, -118.2588)"
03/10/2014,141107130,03/10/2014,1245,11,Northeast,1148,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 4800         LYNN                         ST,,"(34.107, -118.208)"
03/10/2014,141107131,03/10/2014,1630,11,Northeast,1101,510,VEHICLE - STOLEN,IC,Invest Cont, 5200         ZOO                          DR,,"(34.1553, -118.3007)"
03/10/2014,141107132,03/10/2014,1245,11,Northeast,1148,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 4800         LYNN                         ST,,"(34.107, -118.208)"
03/10/2014,141107133,03/10/2014,1245,11,Northeast,1148,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont, 4800         LYNN                         ST,,"(34.107, -118.208)"
03/10/2014,141107134,03/10/2014,1625,11,Northeast,1162,997,TRAFFIC DR #,IC,Invest Cont,              SANTA MONICA                 BL,   MADISON                      AV,"(34.0909, -118.2905)"
03/10/2014,141107135,03/10/2014,0800,11,Northeast,1124,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 3200         CHAPMAN                      ST,,"(34.1196, -118.246)"
03/10/2014,141107136,03/10/2014,1410,11,Northeast,1162,997,TRAFFIC DR #,IC,Invest Cont,              SUNSET                       BL,   FOUNTAIN                     AV,"(34.0982, -118.2907)"
03/10/2014,141107146,03/10/2014,1750,11,Northeast,1144,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,              SILVER LAKE,   BALMER,"(34.0961, -118.2665)"
03/10/2014,141107150,03/10/2014,2000,11,Northeast,1169,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  200      S  AVENUE 55,,"(34.106, -118.1948)"
03/10/2014,141107151,03/10/2014,2000,11,Northeast,1124,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,AO,Adult Other, 3200         CHAPMAN                      ST,,"(34.1196, -118.246)"
03/11/2014,141107152,03/10/2014,1700,11,Northeast,1183,510,VEHICLE - STOLEN,IC,Invest Cont, 1800         LAKE SHORE                   AV,,"(34.085, -118.2556)"
03/11/2014,141107158,03/10/2014,2245,11,Northeast,1123,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 3600         REVERE                       AV,,"(34.1199, -118.2588)"
03/11/2014,141107163,03/10/2014,2140,11,Northeast,1162,510,VEHICLE - STOLEN,IC,Invest Cont, 1100      N  COMMONWEALTH                 AV,,"(34.0909, -118.2855)"
03/11/2014,141107172,03/10/2014,2200,11,Northeast,1136,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 4400         EAGLE ROCK                   BL,,"(34.1241, -118.2208)"
03/12/2014,141107197,03/10/2014,2300,11,Northeast,1112,761,BRANDISH WEAPON,IC,Invest Cont, 2500         HYLER                        AV,,"(34.1293, -118.2221)"
03/14/2014,141107279,03/10/2014,0900,11,Northeast,1127,310,BURGLARY,IC,Invest Cont, 5600         FAYETTE                      ST,,"(34.1202, -118.1949)"
03/12/2014,141107309,03/10/2014,1815,11,Northeast,1163,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,              SANTA MONICA                 BL,   HELIOTROPE,"(34.0909, -118.2956)"
03/14/2014,141107383,03/10/2014,1200,11,Northeast,1151,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 1600      N  VERMONT                      AV,,"(34.1002, -118.2918)"
03/27/2014,141107959,03/10/2014,1900,11,Northeast,1145,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),IC,Invest Cont, 2500         GLENDALE                     BL,,"(34.1027, -118.2592)"
03/31/2014,141108189,03/10/2014,0800,11,Northeast,1112,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 2600         CUNARD                       ST,,"(34.1276, -118.2255)"
03/10/2014,141208154,03/10/2014,0030,12,77th Street,1263,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1600      W  79TH                         ST,,"(33.9673, -118.3046)"
03/10/2014,141208163,03/10/2014,0320,12,77th Street,1273,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 9100      S  DENKER                       AV,,"(33.9546, -118.3047)"
03/10/2014,141208180,03/10/2014,0300,12,77th Street,1241,901,VIOLATION OF RESTRAINING ORDER,AO,Adult Other, 6100         11TH                         AV,,"(33.9846, -118.3294)"
03/10/2014,141208185,03/10/2014,1150,12,77th Street,1253,997,TRAFFIC DR #,IC,Invest Cont,              79TH                         ST,   WESTERN                      AV,"(33.9673, -118.3167)"
03/10/2014,141208190,03/10/2014,1630,12,77th Street,1253,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont, 1900      W  FLORENCE                     AV,,"(33.9746, -118.3112)"
03/10/2014,141208191,03/10/2014,1030,12,77th Street,1211,310,BURGLARY,IC,Invest Cont, 5400         3RD                          AV,,"(33.9932, -118.3203)"
03/10/2014,141208193,03/10/2014,1300,12,77th Street,1265,997,TRAFFIC DR #,IC,Invest Cont,              VERMONT                      AV,   84TH                         PL,"(33.9595, -118.2919)"
03/10/2014,141208194,03/10/2014,1100,12,77th Street,1203,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 1700      W  46TH                         ST,,"(34.0019, -118.3089)"
03/10/2014,141208197,03/10/2014,1700,12,77th Street,1235,997,TRAFFIC DR #,IC,Invest Cont,              60TH                         ST,   NORMANDIE                    AV,"(33.9859, -118.3035)"
03/10/2014,141208200,03/10/2014,0830,12,77th Street,1256,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  900      W  74TH                         ST,,"(33.9727, -118.2893)"
03/11/2014,141208206,03/10/2014,1430,12,77th Street,1268,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),AO,Adult Other, 8500      S  MAIN                         ST,,"(33.961, -118.2739)"
03/11/2014,141208213,03/10/2014,1910,12,77th Street,1259,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest,  700      E  75TH                         ST,,"(33.9721, -118.263)"
03/11/2014,141208214,03/10/2014,1500,12,77th Street,1203,900,VIOLATION OF COURT ORDER,IC,Invest Cont, 5100      S  WESTERN                      AV,,"(33.9969, -118.3089)"
03/11/2014,141208222,03/10/2014,1930,12,77th Street,1265,480,BIKE - STOLEN,IC,Invest Cont, 1200      W  84TH                         PL,,"(33.9618, -118.2959)"
03/10/2014,141208227,03/10/2014,2000,12,77th Street,1204,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other,              45TH                         ST,   BUDLONG                      AV,"(34.0028, -118.3034)"
03/11/2014,141208228,03/10/2014,2000,12,77th Street,1259,510,VEHICLE - STOLEN,AO,Adult Other,  400      E  73RD                         ST,,"(33.9739, -118.2674)"
03/10/2014,141208229,03/10/2014,0700,12,77th Street,1263,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              WESTERN                      AV,   82ND                         ST,"(33.9605, -118.309)"
03/11/2014,141208231,03/10/2014,1845,12,77th Street,1207,850,INDECENT EXPOSURE,IC,Invest Cont,              HOOVER,   46TH,"(34.0006, -118.2871)"
03/10/2014,141208232,03/10/2014,1830,12,77th Street,1268,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  100      E  85TH                         ST,,"(33.961, -118.2739)"
03/10/2014,141208233,03/10/2014,2350,12,77th Street,1231,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 6000         RIMPAU                       BL,,"(33.9854, -118.3396)"
03/10/2014,141208234,03/10/2014,1900,12,77th Street,1204,753,DISCHARGE FIREARMS/SHOTS FIRED,IC,Invest Cont,              BUDLONG,   47TH                         ST,"(34.0006, -118.2959)"
03/11/2014,141208248,03/10/2014,2030,12,77th Street,1245,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont, 6500      S  NORMANDIE                    AV,,"(33.9806, -118.3003)"
03/10/2014,141208249,03/10/2014,1815,12,77th Street,1242,997,TRAFFIC DR #,IC,Invest Cont,              ARLINGTON,   65TH                         PL,"(33.98, -118.3187)"
03/12/2014,141208259,03/10/2014,0900,12,77th Street,1267,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,  300      W  83RD                         ST,,"(33.9642, -118.2783)"
03/12/2014,141208262,03/10/2014,1500,12,77th Street,1251,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 3400      W  FLORENCE                     AV,,"(33.9745, -118.3309)"
03/11/2014,141208294,03/10/2014,2200,12,77th Street,1218,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont,  900      W  55TH                         ST,,"(33.9923, -118.2893)"
03/12/2014,141208295,03/10/2014,1800,12,77th Street,1258,510,VEHICLE - STOLEN,IC,Invest Cont,  100      W  74TH                         ST,,"(33.9728, -118.2739)"
03/14/2014,141208385,03/10/2014,1800,12,77th Street,1248,310,BURGLARY,IC,Invest Cont,  800      W  69TH                         ST,,"(33.9773, -118.2871)"
03/18/2014,141208657,03/10/2014,2000,12,77th Street,1215,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other, 1200      W  57TH                         ST,,"(33.991, -118.2958)"
03/19/2014,141208720,03/10/2014,1200,12,77th Street,1273,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont, 8800         CIMARRON                     ST,,"(33.958, -118.3161)"
03/20/2014,141208847,03/10/2014,1600,12,77th Street,1241,354,THEFT OF IDENTITY,IC,Invest Cont, 6200         10TH                         AV,,"(33.9837, -118.3279)"
03/31/2014,141209510,03/10/2014,1600,12,77th Street,1259,354,THEFT OF IDENTITY,IC,Invest Cont, 7800         AVALON                       BL,,"(33.9684, -118.2651)"
03/12/2014,141210461,03/10/2014,1530,12,77th Street,1253,350,"THEFT, PERSON",IC,Invest Cont,              FLORENCE                     AV,   DENKER                       AV,"(33.9746, -118.3173)"
03/10/2014,141307720,03/10/2014,0030,13,Newton,1363,510,VEHICLE - STOLEN,IC,Invest Cont, 1000      E  48TH                         ST,,"(34.0003, -118.2582)"
03/10/2014,141307747,03/10/2014,0700,13,Newton,1346,888,TRESPASSING,IC,Invest Cont, 1400      E  42ND                         ST,,"(34.0068, -118.2496)"
03/10/2014,141307749,03/10/2014,1425,13,Newton,1383,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200      W  61ST                         ST,,"(33.9842, -118.2765)"
03/10/2014,141307750,03/10/2014,0400,13,Newton,1307,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,  700         GLADYS                       AV,,"(34.0387, -118.2439)"
03/10/2014,141307752,03/10/2014,1715,13,Newton,1327,997,TRAFFIC DR #,IC,Invest Cont,              24TH                         ST,   LONG BEACH                   AV,"(34.0158, -118.2454)"
03/10/2014,141307759,03/10/2014,1240,13,Newton,1351,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,  300      W  VERNON                       AV,,"(34.0038, -118.2783)"
03/10/2014,141307763,03/10/2014,1235,13,Newton,1351,997,TRAFFIC DR #,IC,Invest Cont,              VERNON                       AV,   BROADWAY,"(34.0038, -118.2811)"
03/10/2014,141307766,03/10/2014,1650,13,Newton,1313,510,VEHICLE - STOLEN,IC,Invest Cont,              SAN PEDRO,   20TH,"(34.0267, -118.258)"
03/10/2014,141307773,03/10/2014,0800,13,Newton,1351,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont,              BROADWAY,   43RD                         PL,"(34.0056, -118.2784)"
03/10/2014,141307784,03/10/2014,1530,13,Newton,1352,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  400      E  43RD                         PL,,"(34.0048, -118.2685)"
03/10/2014,141307785,03/10/2014,2100,13,Newton,1351,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  200      W  MARTIN LUTHER KING JR        BL,,"(34.0111, -118.2761)"
03/11/2014,141307786,03/10/2014,2245,13,Newton,1309,997,TRAFFIC DR #,IC,Invest Cont,              WASHINGTON,   ALAMEDA,"(34.02, -118.2395)"
03/10/2014,141307788,03/10/2014,2145,13,Newton,1361,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,  300      W  46TH                         ST,,"(34.002, -118.2783)"
03/10/2014,141307789,03/10/2014,2045,13,Newton,1372,928,THREATENING PHONE CALLS/LETTERS,IC,Invest Cont,  100      E  56TH                         ST,,"(33.9916, -118.2739)"
03/10/2014,141307790,03/10/2014,1830,13,Newton,1375,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 1100      E  58TH                         ST,,"(33.9902, -118.2564)"
03/10/2014,141307791,03/10/2014,2030,13,Newton,1351,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  300      W  41ST                         PL,,"(34.0083, -118.2784)"
03/11/2014,141307796,03/10/2014,1145,13,Newton,1333,510,VEHICLE - STOLEN,IC,Invest Cont,  800      E  27TH                         ST,,"(34.0199, -118.2601)"
03/10/2014,141307809,03/10/2014,2145,13,Newton,1333,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont, 1000      E  28TH                         ST,,"(34.0175, -118.2574)"
03/10/2014,141307814,03/10/2014,2115,13,Newton,1372,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,  100      E  56TH                         ST,,"(33.9916, -118.2739)"
03/11/2014,141307815,03/10/2014,1900,13,Newton,1341,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont, 3800         BROADWAY                     PL,,"(34.0131, -118.2762)"
03/15/2014,141308053,03/10/2014,0001,13,Newton,1371,510,VEHICLE - STOLEN,IC,Invest Cont,  200      W  52ND                         PL,,"(33.9947, -118.2761)"
03/17/2014,141308206,03/10/2014,0800,13,Newton,1303,330,BURGLARY FROM VEHICLE,IC,Invest Cont,  900         SAN JULIAN                   ST,,"(34.0381, -118.2511)"
03/10/2014,141409063,03/10/2014,0100,14,Pacific,1494,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AO,Adult Other, 6000         AVION                        DR,,"(33.9439, -118.39)"
03/10/2014,141409069,03/10/2014,0800,14,Pacific,1452,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              OCEAN FRONT                  WK,   WASHINGTON,"(33.9786, -118.4665)"
03/10/2014,141409086,03/10/2014,1245,14,Pacific,1407,310,BURGLARY,IC,Invest Cont, 3700      S  VINTON                       AV,,"(34.0233, -118.4046)"
03/10/2014,141409094,03/10/2014,1115,14,Pacific,1412,997,TRAFFIC DR #,IC,Invest Cont,              SPEEDWAY,   SUNSET                       CT,"(33.9929, -118.4782)"
03/10/2014,141409096,03/10/2014,1415,14,Pacific,1428,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,10800         WOODBINE                     ST,,"(34.0248, -118.4149)"
03/10/2014,141409105,03/10/2014,1930,14,Pacific,1444,997,TRAFFIC DR #,IC,Invest Cont,              ABBOT KINNEY                 AV,   CRESTMOORE                   AV,"(33.988, -118.4586)"
03/10/2014,141409106,03/10/2014,1600,14,Pacific,1431,210,ROBBERY,IC,Invest Cont,              HORIZON,   OCEAN FRONT                  WK,"(33.9882, -118.4742)"
03/10/2014,141409122,03/10/2014,1750,14,Pacific,1494,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  700         WORLD                        WY,,"(33.9432, -118.4013)"
03/11/2014,141409124,03/10/2014,1900,14,Pacific,1403,997,TRAFFIC DR #,IC,Invest Cont,              NATIONAL                     BL,   GREENFIELD                   AV,"(34.0271, -118.4296)"
03/11/2014,141409125,03/10/2014,2200,14,Pacific,1469,510,VEHICLE - STOLEN,IC,Invest Cont, 7000         GLASGOW                      AV,,"(33.9736, -118.3723)"
03/11/2014,141409126,03/10/2014,2200,14,Pacific,1466,510,VEHICLE - STOLEN,IC,Invest Cont, 7800         COWAN                        AV,,"(33.9715, -118.4041)"
03/10/2014,141409128,03/10/2014,1030,14,Pacific,1494,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,  300         WORLD                        WY,,"(33.944, -118.4073)"
03/11/2014,141409130,03/10/2014,2230,14,Pacific,1483,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 7700         PASEO DEL REY,,"(33.9567, -118.4326)"
03/10/2014,141409132,03/10/2014,1830,14,Pacific,1431,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 1500         PACIFIC                      AV,,"(33.9883, -118.4727)"
03/10/2014,141409134,03/10/2014,1330,14,Pacific,1485,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",IC,Invest Cont, 8600      S  SEPULVEDA                    BL,,"(33.9599, -118.3962)"
03/10/2014,141409140,03/10/2014,1955,14,Pacific,1446,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,12000         VENICE                       BL,,"(34.0062, -118.4289)"
03/11/2014,141409151,03/10/2014,2025,14,Pacific,1428,997,TRAFFIC DR #,IC,Invest Cont,              NATIONAL                     BL,   WESTWOOD                     BL,"(34.0289, -118.425)"
03/11/2014,141409152,03/10/2014,1920,14,Pacific,1468,997,TRAFFIC DR #,IC,Invest Cont, 4800         MARIONWOOD                   DR,,"(33.9942, -118.4114)"
03/11/2014,141409169,03/10/2014,1600,14,Pacific,1428,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3200         OVERLAND                     AV,,"(34.0287, -118.4147)"
03/12/2014,141409178,03/10/2014,1158,14,Pacific,1407,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3600         JASMINE                      AV,,"(34.0261, -118.4052)"
03/11/2014,141409182,03/10/2014,1615,14,Pacific,1476,354,THEFT OF IDENTITY,IC,Invest Cont, 6300      W  85TH                         ST,,"(33.9613, -118.4024)"
03/11/2014,141409185,03/10/2014,1830,14,Pacific,1416,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 1500         WALGROVE                     AV,,"(34.0071, -118.4539)"
03/10/2014,141409206,03/10/2014,1700,14,Pacific,1435,997,TRAFFIC DR #,IC,Invest Cont, 3700         MCLAUGHLIN                   AV,,"(34.0106, -118.4262)"
03/12/2014,141409241,03/10/2014,1700,14,Pacific,1407,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              JASMINE,   TABOR,"(34.0261, -118.4052)"
03/12/2014,141409243,03/10/2014,1530,14,Pacific,1438,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,10700         FRANCIS                      PL,,"(34.0219, -118.4094)"
03/12/2014,141409251,03/10/2014,1300,14,Pacific,1435,997,TRAFFIC DR #,IC,Invest Cont,              VENICE                       BL,W  GRANDVIEW,"(34.0041, -118.4331)"
03/12/2014,141409278,03/10/2014,0830,14,Pacific,1455,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,12500         BRADDOCK                     DR,,"(33.9878, -118.4215)"
03/12/2014,141409303,03/10/2014,1430,14,Pacific,1463,755,BOMB SCARE,JA,Juv Arrest,13000      W  JEFFERSON                    BL,,"(33.9747, -118.4243)"
03/17/2014,141409545,03/10/2014,1520,14,Pacific,1454,662,"BUNCO, GRAND THEFT",IC,Invest Cont, 4700         LINCOLN                      BL,,"(33.9805, -118.439)"
03/18/2014,141409615,03/10/2014,0900,14,Pacific,1445,354,THEFT OF IDENTITY,IC,Invest Cont,12700         MITCHELL                     AV,,"(33.998, -118.4354)"
03/12/2014,141409770,03/10/2014,1100,14,Pacific,1449,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,AO,Adult Other, 3900         EAST                         BL,,
03/21/2014,141409859,03/10/2014,1000,14,Pacific,1454,354,THEFT OF IDENTITY,IC,Invest Cont, 4700         LA VILLA MARINA,,
03/24/2014,141410068,03/10/2014,0800,14,Pacific,1426,354,THEFT OF IDENTITY,IC,Invest Cont, 3200         SAWTELLE                     BL,,"(34.0237, -118.4294)"
03/10/2014,141500622,03/10/2014,1200,15,N Hollywood,1596,310,BURGLARY,IC,Invest Cont,10800         FRUITLAND                    DR,,"(34.1387, -118.3658)"
03/14/2014,141500634,03/10/2014,0630,15,N Hollywood,1517,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont, 6600         ELMER                        AV,,"(34.1903, -118.3768)"
03/10/2014,141507440,03/10/2014,1045,15,N Hollywood,1555,997,TRAFFIC DR #,IC,Invest Cont,              RIVERSIDE                    DR,   TUJUNGA                      AV,"(34.1577, -118.3792)"
03/10/2014,141507444,03/10/2014,1145,15,N Hollywood,1529,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,AA,Adult Arrest, 6000         VINELAND                     AV,,"(34.1794, -118.3703)"
03/10/2014,141507446,03/10/2014,0900,15,N Hollywood,1557,330,BURGLARY FROM VEHICLE,IC,Invest Cont,10700         SARAH                        ST,,"(34.154, -118.3648)"
03/10/2014,141507451,03/10/2014,1400,15,N Hollywood,1555,997,TRAFFIC DR #,AA,Adult Arrest,              TUJUNGA                      AV,   RIVERSIDE                    DR,"(34.1574, -118.3791)"
03/10/2014,141507452,03/10/2014,1236,15,N Hollywood,1538,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",JA,Juv Arrest,11000         BURBANK                      BL,,"(34.1722, -118.3703)"
03/10/2014,141507457,03/10/2014,1335,15,N Hollywood,1599,997,TRAFFIC DR #,IC,Invest Cont,              VINELAND                     AV,   CAMARILLO                    ST,"(34.1375, -118.3678)"
03/10/2014,141507458,03/10/2014,0830,15,N Hollywood,1546,236,SPOUSAL (COHAB) ABUSE - AGGRAVATED ASSAULT,AA,Adult Arrest,11500         RIVERSIDE                    DR,,"(34.1577, -118.3823)"
03/10/2014,141507464,03/10/2014,1230,15,N Hollywood,1512,997,TRAFFIC DR #,IC,Invest Cont,              COLDWATER CA                 AV,   VANOWEN                      ST,
03/10/2014,141507465,03/10/2014,1420,15,N Hollywood,1521,210,ROBBERY,IC,Invest Cont,13200         SHERMAN                      WY,,"(34.2012, -118.4206)"
03/10/2014,141507467,03/10/2014,1335,15,N Hollywood,1532,997,TRAFFIC DR #,IC,Invest Cont,              SYLVAN                       ST,   VANTAGE                      AV,"(34.1849, -118.4032)"
03/10/2014,141507473,03/10/2014,1200,15,N Hollywood,1549,320,"BURGLARY, ATTEMPTED",IC,Invest Cont, 5400         TUJUNGA                      AV,,"(34.1689, -118.379)"
03/11/2014,141507474,03/10/2014,2245,15,N Hollywood,1511,330,BURGLARY FROM VEHICLE,IC,Invest Cont,              RAYMER,   COLDWATER CANYON,"(34.2055, -118.4138)"
03/10/2014,141507477,03/10/2014,1810,15,N Hollywood,1585,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11200         VENTURA                      BL,,"(34.1419, -118.3741)"
03/10/2014,141507480,03/10/2014,1845,15,N Hollywood,1548,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 5200         VINELAND                     AV,,"(34.1649, -118.3704)"
03/10/2014,141507482,03/10/2014,1845,15,N Hollywood,1548,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other, 5200         VINELAND                     AV,,"(34.1649, -118.3704)"
03/10/2014,141507483,03/10/2014,1250,15,N Hollywood,1513,624,BATTERY - SIMPLE ASSAULT,AO,Adult Other,12600         SHERMAN                      WY,,"(34.2012, -118.4073)"
03/10/2014,141507491,03/10/2014,1100,15,N Hollywood,1527,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),IC,Invest Cont,              ERWIN,   VINELAND,"(34.1831, -118.3703)"
03/11/2014,141507492,03/10/2014,2100,15,N Hollywood,1585,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11200         VENTURA                      BL,,"(34.1419, -118.3741)"
03/11/2014,141507493,03/10/2014,1830,15,N Hollywood,1546,330,BURGLARY FROM VEHICLE,IC,Invest Cont,11500         RIVERSIDE                    DR,,"(34.1577, -118.3823)"
03/10/2014,141507495,03/10/2014,1030,15,N Hollywood,1549,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,IC,Invest Cont,              CASE,   CUMPSTON,"(34.17, -118.3719)"
03/10/2014,141507496,03/10/2014,1800,15,N Hollywood,1525,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,AO,Adult Other,11800         ERWIN                        ST,,"(34.1831, -118.3899)"
03/11/2014,141507501,03/10/2014,1900,15,N Hollywood,1526,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,11500         KITTRIDGE                    ST,,"(34.1903, -118.3823)"
03/11/2014,141507504,03/10/2014,2200,15,N Hollywood,1514,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",IC,Invest Cont,              AGNES,   VANOWEN                      ST,"(34.194, -118.3954)"
03/11/2014,141507509,03/10/2014,1800,15,N Hollywood,1525,440,THEFT PLAIN - PETTY ($950 & UNDER),IC,Invest Cont,              OXNARD                       ST,   RADFORD                      AV,"(34.1794, -118.3943)"
03/11/2014,141507512,03/10/2014,1800,15,N Hollywood,1501,420,THEFT FROM MOTOR VEHICLE - PETTY ($950.01 & OVER),IC,Invest Cont,13400         SATICOY                      ST,,"(34.2087, -118.4247)"
