Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
03/27/2014,142107790,12/31/2013,0800,21,Topanga,2159,354,THEFT OF IDENTITY,IC,Invest Cont,19700         FRIAR                        ST,,"(34.1857, -118.5622)"
03/11/2014,142107106,12/31/2013,0700,21,Topanga,2159,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 6300         JUMILLA                      AV,,"(34.1849, -118.5626)"
03/09/2014,141706989,12/31/2013,1445,17,Devonshire,1718,930,"THREATS, VERBAL/TERRORIST",IC,Invest Cont,16000         SAN FERNANDO MISSION         BL,,"(34.2719, -118.4803)"
03/09/2014,141706988,12/31/2013,1445,17,Devonshire,1764,930,"THREATS, VERBAL/TERRORIST",IC,Invest Cont,19500         MAYALL                       ST,,"(34.2536, -118.5579)"
03/18/2014,141507899,12/31/2013,0800,15,N Hollywood,1508,354,THEFT OF IDENTITY,IC,Invest Cont, 7400         DENNY                        AV,,"(34.2048, -118.3649)"
03/27/2014,141410277,12/31/2013,1300,14,Pacific,1446,668,"EMBEZZLEMENT, GRAND",IC,Invest Cont, 3900         MARCASEL                     AV,,"(34.0046, -118.4257)"
03/07/2014,141107003,12/31/2013,0010,11,Northeast,1162,930,"THREATS, VERBAL/TERRORIST",IC,Invest Cont, 1200      N  VIRGIL                       AV,,"(34.0935, -118.2866)"
03/14/2014,141006993,12/31/2013,0900,10,West Valley,1023,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 6500         WYSTONE                      AV,,"(34.1884, -118.547)"
03/22/2014,140806945,12/31/2013,1500,08,West LA,0824,354,THEFT OF IDENTITY,IC,Invest Cont,  400         HILLSIDE                     LN,,"(34.0332, -118.5183)"
03/06/2014,140307633,12/31/2013,1200,03,Southwest,0363,354,THEFT OF IDENTITY,IC,Invest Cont, 4100         BUCKINGHAM                   RD,,"(34.0121, -118.3423)"
03/18/2014,140308287,12/30/2013,0800,03,Southwest,0353,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 3500         POTOMAC                      AV,,"(34.0237, -118.3442)"
03/06/2014,140706409,12/30/2013,1600,07,Wilshire,0785,354,THEFT OF IDENTITY,IC,Invest Cont, 4800      W  WASHINGTON                   BL,,"(34.0399, -118.3435)"
03/06/2014,140706428,12/30/2013,0900,07,Wilshire,0732,354,THEFT OF IDENTITY,IC,Invest Cont, 6100         ORANGE                       ST,,"(34.064, -118.3614)"
03/17/2014,141308178,12/30/2013,0001,13,Newton,1365,354,THEFT OF IDENTITY,IC,Invest Cont, 1400      E  47TH                         ST,,"(34.0011, -118.2499)"
03/14/2014,141606554,12/30/2013,1200,16,Foothill,1613,354,THEFT OF IDENTITY,IC,Invest Cont,12700         VAN NUYS                     BL,,"(34.2753, -118.4095)"
03/26/2014,141808123,12/30/2013,0200,18,Southeast,1842,121,"RAPE, FORCIBLE",IC,Invest Cont,  200      W  108TH                        ST,,"(33.9383, -118.2762)"
03/18/2014,140109066,12/29/2013,0900,01,Central,0164,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,  600      S  SPRING                       ST,,"(34.046, -118.2509)"
03/10/2014,140406691,12/29/2013,1300,04,Hollenbeck,0467,510,VEHICLE - STOLEN,IC,Invest Cont,  400      S  SAVANNAH                     ST,,"(34.0377, -118.2053)"
03/24/2014,141007458,12/29/2013,1200,10,West Valley,1008,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 7900         GLORIA                       AV,,"(34.2139, -118.4793)"
03/24/2014,141007464,12/29/2013,1200,10,West Valley,1029,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,15700         VANOWEN                      ST,,"(34.1939, -118.4749)"
03/10/2014,141606422,12/29/2013,1900,16,Foothill,1617,820,ORAL COPULATION,IC,Invest Cont,10500         SHERMAN GROVE                AV,,"(34.2597, -118.3201)"
03/14/2014,141908141,12/29/2013,1320,19,Mission,1941,930,"THREATS, VERBAL/TERRORIST",IC,Invest Cont,10900         MARKLEIN                     AV,,"(34.2684, -118.4704)"
03/31/2014,141308929,12/28/2013,1100,13,Newton,1321,810,"SEX, UNLAWFUL",IC,Invest Cont,  300      W  ADAMS                        BL,,"(34.0265, -118.2723)"
03/14/2014,140108796,12/27/2013,1200,01,Central,0158,354,THEFT OF IDENTITY,IC,Invest Cont,  800      E  6TH                          ST,,"(34.0408, -118.2428)"
03/15/2014,140506962,12/27/2013,0800,05,Harbor,0563,354,THEFT OF IDENTITY,IC,Invest Cont, 1400      S  GAFFEY                       ST,,"(33.7315, -118.2924)"
03/06/2014,142106927,12/27/2013,1530,21,Topanga,2157,940,EXTORTION,AO,Adult Other, 6600         INDEPENDENCE                 AV,,"(34.1904, -118.5906)"
03/21/2014,140109225,12/26/2013,0001,01,Central,0155,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest,  200      E  6TH                          ST,,"(34.0446, -118.249)"
03/03/2014,140706300,12/26/2013,1816,07,Wilshire,0765,664,"BUNCO, PETTY THEFT",IC,Invest Cont, 4800      W  PICO                         BL,,"(34.0483, -118.3409)"
03/18/2014,141707423,12/26/2013,1800,17,Devonshire,1756,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont,10000         LASAINE                      AV,,"(34.2521, -118.5123)"
03/24/2014,141707656,12/26/2013,2000,17,Devonshire,1725,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,10600         MELVIN                       AV,,"(34.2629, -118.5601)"
03/20/2014,140308490,12/25/2013,1200,03,Southwest,0314,330,BURGLARY FROM VEHICLE,IC,Invest Cont, 3300      W  ADAMS                        BL,,"(34.0327, -118.3201)"
03/29/2014,140308998,12/25/2013,1400,03,Southwest,0318,310,BURGLARY,IC,Invest Cont, 1100      W  ADAMS                        BL,,"(34.0317, -118.284)"
03/09/2014,141006756,12/25/2013,1510,10,West Valley,1041,664,"BUNCO, PETTY THEFT",IC,Invest Cont, 5900         MELVIN                       AV,,"(34.1776, -118.56)"
03/06/2014,141507292,12/25/2013,1300,15,N Hollywood,1532,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 5700         WHITSETT                     AV,,"(34.174, -118.4052)"
03/27/2014,140707900,12/24/2013,0001,07,Wilshire,0765,946,OTHER MISCELLANEOUS CRIME,AA,Adult Arrest, 4800         VENICE                       BL,,"(34.0466, -118.3405)"
03/29/2014,141410435,12/24/2013,1200,14,Pacific,1454,354,THEFT OF IDENTITY,IC,Invest Cont,13200         FIJI                         WY,,"(33.981, -118.4332)"
03/19/2014,141507918,12/24/2013,0800,15,N Hollywood,1565,354,THEFT OF IDENTITY,IC,Invest Cont,11200         MOORPARK                     ST,,"(34.1504, -118.3744)"
03/11/2014,141606461,12/24/2013,2200,16,Foothill,1653,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,12800         OSBORNE                      ST,,"(34.2529, -118.4112)"
03/28/2014,141707811,12/24/2013,0800,17,Devonshire,1787,901,VIOLATION OF RESTRAINING ORDER,AA,Adult Arrest, 9300         BALCOM                       AV,,"(34.2392, -118.5216)"
03/19/2014,142007675,12/24/2013,2200,20,Olympic,2005,812,"CHILD, CRIME AGAINST",IC,Invest Cont,  500      N  KINGSLEY                     DR,,"(34.0799, -118.3034)"
03/10/2014,141006806,12/23/2013,1200,10,West Valley,1083,354,THEFT OF IDENTITY,IC,Invest Cont, 4600         MIRADOR                      PL,,"(34.1538, -118.5482)"
03/09/2014,141409076,12/23/2013,2330,14,Pacific,1494,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,  700         WORLD                        WY,,"(33.9432, -118.4013)"
03/26/2014,141508303,12/23/2013,2300,15,N Hollywood,1563,354,THEFT OF IDENTITY,IC,Invest Cont, 4300         IRVINE                       AV,,"(34.1479, -118.3856)"
03/12/2014,142107127,12/23/2013,0005,21,Topanga,2134,121,"RAPE, FORCIBLE",AO,Adult Other,              SHERMAN                      WY,   SHOUP                        AV,"(34.201, -118.6147)"
03/06/2014,140506549,12/22/2013,1130,05,Harbor,0563,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),AO,Adult Other,  500      W  16TH                         ST,,"(33.7297, -118.288)"
03/12/2014,141006874,12/21/2013,1200,10,West Valley,1061,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,19500         VENTURA                      BL,,"(34.1728, -118.5578)"
03/18/2014,141208637,12/21/2013,1200,12,77th Street,1245,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 1100      W  62ND                         ST,,"(33.9833, -118.2938)"
03/02/2014,140307364,12/20/2013,1200,03,Southwest,0394,354,THEFT OF IDENTITY,IC,Invest Cont, 4200         ARLINGTON                    AV,,"(34.0073, -118.3182)"
03/14/2014,140607895,12/20/2013,1200,06,Hollywood,0636,354,THEFT OF IDENTITY,IC,Invest Cont, 1700         WILCOX                       AV,,"(34.1016, -118.331)"
03/05/2014,140806339,12/20/2013,1500,08,West LA,0831,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,  800         GRETNA GREEN                 WY,,"(34.0496, -118.4738)"
03/24/2014,140807000,12/20/2013,0800,08,West LA,0811,354,THEFT OF IDENTITY,IC,Invest Cont,  200         TRANQUILLO                   RD,,"(34.0428, -118.5625)"
03/11/2014,140907475,12/20/2013,1200,09,Van Nuys,0964,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 4900         VAN NUYS                     BL,,"(34.1594, -118.4487)"
03/12/2014,140907547,12/20/2013,0001,09,Van Nuys,0926,354,THEFT OF IDENTITY,IC,Invest Cont,13800         VICTORY                      BL,,"(34.1867, -118.4334)"
03/16/2014,141507745,12/20/2013,2100,15,N Hollywood,1545,956,"LETTERS, LEWD",AO,Adult Other, 5300         BEN                          AV,,"(34.1667, -118.3943)"
03/05/2014,140907189,12/19/2013,1800,09,Van Nuys,0989,354,THEFT OF IDENTITY,IC,Invest Cont, 4500         WOODMAN                      AV,,"(34.153, -118.4312)"
03/24/2014,141908713,12/19/2013,2200,19,Mission,1919,354,THEFT OF IDENTITY,IC,Invest Cont,12600         FOOTHILL                     BL,,"(34.2883, -118.4096)"
03/22/2014,140208060,12/18/2013,1730,02,Rampart,0218,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 1700      W  SUNSET                       BL,,"(34.0772, -118.2584)"
03/08/2014,140506649,12/18/2013,0001,05,Harbor,0565,354,THEFT OF IDENTITY,IC,Invest Cont,  600      W  9TH                          ST,,"(33.7361, -118.2901)"
03/04/2014,141006549,12/18/2013,1200,10,West Valley,1034,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,18300         FRIAR                        ST,,"(34.186, -118.5317)"
03/31/2014,141308950,12/18/2013,1300,13,Newton,1347,354,THEFT OF IDENTITY,IC,Invest Cont, 2600         GERALDINE                    ST,,"(34.0148, -118.2462)"
03/15/2014,140607924,12/17/2013,1900,06,Hollywood,0628,997,TRAFFIC DR #,IC,Invest Cont,              FRANKLIN,   CANYON                       DR,"(34.1053, -118.3158)"
03/24/2014,140807003,12/17/2013,0005,08,West LA,0827,354,THEFT OF IDENTITY,IC,Invest Cont,  600      S  BARRINGTON                   AV,,"(34.0577, -118.4681)"
03/04/2014,141006585,12/17/2013,1200,10,West Valley,1008,354,THEFT OF IDENTITY,IC,Invest Cont, 7900         WOODLEY                      AV,,"(34.2139, -118.4837)"
03/25/2014,141007498,12/17/2013,0800,10,West Valley,1065,354,THEFT OF IDENTITY,IC,Invest Cont, 5400         NEWCASTLE                    AV,,"(34.1687, -118.5244)"
03/20/2014,140207989,12/16/2013,1200,02,Rampart,0237,354,THEFT OF IDENTITY,IC,Invest Cont, 1600         COURT                        ST,,"(34.0668, -118.2622)"
03/20/2014,140207990,12/16/2013,1200,02,Rampart,0237,354,THEFT OF IDENTITY,IC,Invest Cont, 1600         COURT                        ST,,"(34.0668, -118.2622)"
03/21/2014,141107647,12/16/2013,1200,11,Northeast,1142,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 1900         HILLHURST                    AV,,"(34.1054, -118.2874)"
03/24/2014,141707679,12/16/2013,2300,17,Devonshire,1776,922,CHILD STEALING,IC,Invest Cont, 9500         HAYVENHURST                  AV,,"(34.243, -118.4937)"
03/10/2014,140108542,12/15/2013,1500,01,Central,0174,354,THEFT OF IDENTITY,IC,Invest Cont,  700      S  MAIN                         ST,,"(34.0439, -118.2514)"
03/24/2014,140208139,12/15/2013,1830,02,Rampart,0246,350,"THEFT, PERSON",IC,Invest Cont,              6TH                          ST,   BONNIE BRAE,"(34.0585, -118.2725)"
03/14/2014,140406877,12/15/2013,0900,04,Hollenbeck,0438,354,THEFT OF IDENTITY,IC,Invest Cont, 3100         BUDAU                        AV,,"(34.0806, -118.1713)"
03/04/2014,140506463,12/15/2013,1200,05,Harbor,0599,310,BURGLARY,IC,Invest Cont,  200         BERTH,,
03/15/2014,140607970,12/15/2013,1300,06,Hollywood,0627,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),AA,Adult Arrest, 6000         RODGERTON                    DR,,"(34.1262, -118.3178)"
03/27/2014,140800727,12/15/2013,1200,08,West LA,0882,310,BURGLARY,IC,Invest Cont, 2300         PURDUE                       AV,,"(34.0356, -118.4419)"
03/25/2014,141007500,12/15/2013,1200,10,West Valley,1063,354,THEFT OF IDENTITY,IC,Invest Cont, 5200         AVENIDA ORIENTE,,"(34.1657, -118.5317)"
03/24/2014,141107782,12/15/2013,1400,11,Northeast,1145,354,THEFT OF IDENTITY,IC,Invest Cont, 2600         GLENDALE                     BL,,"(34.1052, -118.2598)"
03/28/2014,141707822,12/15/2013,0700,17,Devonshire,1765,662,"BUNCO, GRAND THEFT",IC,Invest Cont,10100         DONNA                        AV,,"(34.2537, -118.5481)"
03/26/2014,141808148,12/15/2013,1800,18,Southeast,1823,510,VEHICLE - STOLEN,IC,Invest Cont,10100         TOWNE                        AV,,"(33.9447, -118.2673)"
03/24/2014,140208143,12/14/2013,1200,02,Rampart,0237,661,UNAUTHORIZED COMPUTER ACCESS,AO,Adult Other, 1300      W  2ND                          ST,,"(34.0607, -118.2584)"
03/01/2014,140706218,12/14/2013,1530,07,Wilshire,0788,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 2200         CRENSHAW                     BL,,"(34.0376, -118.3324)"
03/29/2014,140807199,12/14/2013,1300,08,West LA,0835,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 1800         GREENFIELD                   AV,,"(34.0484, -118.4411)"
03/04/2014,140108152,12/13/2013,1100,01,Central,0153,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,  500      S  HILL                         ST,,"(34.0488, -118.2518)"
03/21/2014,140907966,12/13/2013,1500,09,Van Nuys,0932,670,"EMBEZZLEMENT, PETTY",IC,Invest Cont, 6100         LEMONA                       AV,,"(34.1822, -118.4596)"
03/14/2014,141007011,12/13/2013,0800,10,West Valley,1027,354,THEFT OF IDENTITY,IC,Invest Cont, 7000         SHOSHONE                     AV,,"(34.1975, -118.5163)"
03/14/2014,141007012,12/13/2013,0800,10,West Valley,1027,354,THEFT OF IDENTITY,IC,Invest Cont, 7000         SHOSHONE                     AV,,"(34.1975, -118.5163)"
03/28/2014,141508383,12/13/2013,1200,15,N Hollywood,1555,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,11100         HESBY                        ST,,"(34.1619, -118.3728)"
03/04/2014,140607423,12/12/2013,1200,06,Hollywood,0648,354,THEFT OF IDENTITY,IC,Invest Cont, 1500      N  WESTERN                      AV,,"(34.0981, -118.3092)"
03/14/2014,141006978,12/12/2013,1500,10,West Valley,1041,888,TRESPASSING,IC,Invest Cont, 5900         TOPEKA                       DR,,"(34.1771, -118.5461)"
03/10/2014,140108536,12/11/2013,1300,01,Central,0153,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,  500      S  HILL                         ST,,"(34.0488, -118.2518)"
03/22/2014,141807959,12/10/2013,0800,18,Southeast,1823,441,THEFT PLAIN - ATTEMPT,IC,Invest Cont,  200      E  CENTURY                      BL,,"(33.9456, -118.2717)"
03/27/2014,140807126,12/10/2013,0005,08,West LA,0849,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,  900      S  LE DOUX                      RD,,"(34.0597, -118.3772)"
03/31/2014,140407529,12/10/2013,1200,04,Hollenbeck,0422,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 2200         JOHNSTON                     ST,,"(34.0702, -118.2103)"
03/18/2014,141707402,12/09/2013,1000,17,Devonshire,1752,668,"EMBEZZLEMENT, GRAND",IC,Invest Cont,21300         DEVONSHIRE                   ST,,"(34.2573, -118.5951)"
03/03/2014,141408689,12/09/2013,1030,14,Pacific,1494,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,  300         WORLD                        WY,,"(33.944, -118.4073)"
03/03/2014,141006523,12/09/2013,1200,10,West Valley,1099,354,THEFT OF IDENTITY,IC,Invest Cont,15900         WOODVALE                     RD,,"(34.1483, -118.4807)"
03/15/2014,140607961,12/09/2013,1200,06,Hollywood,0667,354,THEFT OF IDENTITY,IC,Invest Cont, 5800         LEXINGTON                    AV,,"(34.0928, -118.3157)"
03/22/2014,140608435,12/08/2013,0900,06,Hollywood,0627,354,THEFT OF IDENTITY,IC,Invest Cont, 2400      N  BEACHWOOD                    DR,,"(34.1133, -118.3215)"
03/24/2014,141007431,12/08/2013,0200,10,West Valley,1003,210,ROBBERY,IC,Invest Cont,              YOLANDA                      AV,   STRATHERN,"(34.2157, -118.5404)"
03/06/2014,141507260,12/08/2013,2340,15,N Hollywood,1523,997,TRAFFIC DR #,IC,Invest Cont,              WHITSETT                     AV,   VICTORY                      BL,"(34.1867, -118.4052)"
03/07/2014,142106922,12/07/2013,1200,21,Topanga,2177,354,THEFT OF IDENTITY,IC,Invest Cont,21500         BURBANK                      BL,,"(34.1733, -118.599)"
03/10/2014,140207499,12/07/2013,0800,02,Rampart,0204,354,THEFT OF IDENTITY,IC,Invest Cont,  600         IMOGEN                       AV,,"(34.0806, -118.2843)"
03/14/2014,140907580,12/07/2013,1500,09,Van Nuys,0935,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 6300         SYLMAR                       AV,,"(34.1847, -118.4465)"
03/06/2014,141006641,12/06/2013,0800,10,West Valley,1033,354,THEFT OF IDENTITY,IC,Invest Cont, 6500         WILBUR                       AV,,"(34.1882, -118.5448)"
03/23/2014,142107607,12/06/2013,1730,21,Topanga,2187,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont,21100         VENTURA                      BL,,"(34.167, -118.5928)"
03/19/2014,140109209,12/05/2013,1100,01,Central,0174,354,THEFT OF IDENTITY,IC,Invest Cont,  700      S  SPRING                       ST,,"(34.0445, -118.2523)"
03/04/2014,141006587,12/05/2013,0800,10,West Valley,1008,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 7900         WOODLEY                      AV,,"(34.2139, -118.4837)"
03/12/2014,141006886,12/04/2013,1045,10,West Valley,1004,354,THEFT OF IDENTITY,IC,Invest Cont, 7900         ETIWANDA                     AV,,"(34.2139, -118.5317)"
03/21/2014,141508041,12/04/2013,0800,15,N Hollywood,1519,354,THEFT OF IDENTITY,IC,Invest Cont, 6700         CLYBOURN                     AV,,"(34.1922, -118.3637)"
03/18/2014,140308343,12/03/2013,1600,03,Southwest,0397,668,"EMBEZZLEMENT, GRAND",IC,Invest Cont, 4000      S  BUDLONG                      AV,,"(34.0109, -118.2959)"
03/17/2014,140608177,12/03/2013,1800,06,Hollywood,0644,651,DOCUMENT WORTHLESS > $100,IC,Invest Cont, 7500      W  SUNSET                       BL,,"(34.098, -118.3528)"
03/17/2014,140806753,12/03/2013,1915,08,West LA,0851,354,THEFT OF IDENTITY,IC,Invest Cont, 1700         CENTINELA                    AV,,"(34.0346, -118.463)"
03/24/2014,141007479,12/03/2013,1200,10,West Valley,1029,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,15700         VANOWEN                      ST,,"(34.1939, -118.4749)"
03/15/2014,141606605,12/03/2013,1700,16,Foothill,1656,310,BURGLARY,IC,Invest Cont,10300         MCVINE                       AV,,"(34.2561, -118.3114)"
03/25/2014,140308763,12/02/2013,1000,03,Southwest,0355,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont, 3700      S  WILTON                       PL,,"(34.0203, -118.3148)"
03/20/2014,140706899,12/02/2013,1200,07,Wilshire,0785,354,THEFT OF IDENTITY,IC,Invest Cont, 2200         WEST                         BL,,"(34.0391, -118.338)"
03/14/2014,141606555,12/02/2013,1200,16,Foothill,1675,354,THEFT OF IDENTITY,IC,Invest Cont,10800         NETTLETON                    ST,,"(34.2254, -118.3658)"
03/22/2014,141606852,12/02/2013,1200,16,Foothill,1693,354,THEFT OF IDENTITY,IC,Invest Cont, 7900         RHODES                       AV,,"(34.214, -118.4027)"
03/28/2014,140109672,12/01/2013,1200,01,Central,0131,354,THEFT OF IDENTITY,IC,Invest Cont,  100      S  FIGUEROA                     ST,,"(34.0578, -118.252)"
03/13/2014,140207656,12/01/2013,1300,02,Rampart,0257,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 1200         WILSHIRE                     BL,,"(34.053, -118.2648)"
03/04/2014,140406466,12/01/2013,1300,04,Hollenbeck,0453,812,"CHILD, CRIME AGAINST",AA,Adult Arrest,  500         FAIRVIEW                     AV,,"(34.0533, -118.2205)"
03/25/2014,140407326,12/01/2013,1200,04,Hollenbeck,0415,813,CHILD ENDANGERMENT/NEG.,IC,Invest Cont, 3100      N  BROADWAY,,"(34.0737, -118.2091)"
03/28/2014,140608808,12/01/2013,1200,06,Hollywood,0646,956,"LETTERS, LEWD",IC,Invest Cont, 6600      W  SUNSET                       BL,,"(34.098, -118.3332)"
03/11/2014,140907433,12/01/2013,1200,09,Van Nuys,0937,354,THEFT OF IDENTITY,IC,Invest Cont, 6300         HAZELTINE                    AV,,"(34.1847, -118.44)"
03/29/2014,140908317,12/01/2013,1200,09,Van Nuys,0906,956,"LETTERS, LEWD",IC,Invest Cont, 7400         HAZELTINE                    AV,,"(34.2049, -118.44)"
03/11/2014,141006850,12/01/2013,2000,10,West Valley,1001,930,"THREATS, VERBAL/TERRORIST",AO,Adult Other,19200         INGOMAR                      ST,,"(34.212, -118.5514)"
03/14/2014,141007001,12/01/2013,0800,10,West Valley,1012,354,THEFT OF IDENTITY,IC,Invest Cont, 7200         AMIGO                        AV,,"(34.2011, -118.5386)"
03/18/2014,141007197,12/01/2013,0001,10,West Valley,1035,354,THEFT OF IDENTITY,IC,Invest Cont, 6400         ENFIELD                      AV,,"(34.1868, -118.5238)"
03/21/2014,141007311,12/01/2013,1200,10,West Valley,1001,354,THEFT OF IDENTITY,IC,Invest Cont,19400         HEMMINGWAY                   ST,,"(34.2141, -118.5556)"
03/18/2014,141208682,12/01/2013,0800,12,77th Street,1257,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 7700      S  BROADWAY,,"(33.9699, -118.2783)"
03/26/2014,141410213,12/01/2013,1200,14,Pacific,1438,354,THEFT OF IDENTITY,IC,Invest Cont, 3500         KELTON                       AV,,"(34.0221, -118.4166)"
03/24/2014,141606915,12/01/2013,1200,16,Foothill,1602,812,"CHILD, CRIME AGAINST",IC,Invest Cont,12600         VAN NUYS                     BL,,"(34.2766, -118.4078)"
03/06/2014,141706894,12/01/2013,1200,17,Devonshire,1723,810,"SEX, UNLAWFUL",IC,Invest Cont,10500         MASON                        AV,,"(34.2609, -118.5798)"
03/16/2014,141707322,12/01/2013,1300,17,Devonshire,1723,930,"THREATS, VERBAL/TERRORIST",AO,Adult Other,20700         BERMUDA                      ST,,"(34.2655, -118.5852)"
03/13/2014,141807503,12/01/2013,1200,18,Southeast,1827,121,"RAPE, FORCIBLE",IC,Invest Cont, 9700         ANZAC                        AV,,"(33.9482, -118.2379)"
03/06/2014,140307622,11/30/2013,0800,03,Southwest,0338,354,THEFT OF IDENTITY,IC,Invest Cont, 1300      W  30TH                         ST,,"(34.0278, -118.2915)"
03/05/2014,140806349,11/30/2013,1600,08,West LA,0827,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,  100         GRANVILLE                    AV,,"(34.0638, -118.4717)"
03/03/2014,141106769,11/30/2013,1100,11,Northeast,1171,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,IC,Invest Cont, 1200         HYPERION                     AV,,"(34.0938, -118.2784)"
03/01/2014,141507006,11/30/2013,0001,15,N Hollywood,1596,354,THEFT OF IDENTITY,IC,Invest Cont,10900         FRUITLAND                    DR,,"(34.1385, -118.368)"
03/07/2014,141606341,11/30/2013,1200,16,Foothill,1636,354,THEFT OF IDENTITY,IC,Invest Cont,10600         FRANLIE                      DR,,"(34.2609, -118.3272)"
03/20/2014,142107508,11/30/2013,1400,21,Topanga,2148,660,COUNTERFEIT,IC,Invest Cont,20100         VANOWEN                      ST,,"(34.1938, -118.571)"
03/06/2014,142006936,11/29/2013,0600,20,Olympic,2071,354,THEFT OF IDENTITY,IC,Invest Cont, 1500      S  SAINT ANDREWS                PL,,"(34.0454, -118.3116)"
03/11/2014,140407652,11/29/2013,0200,04,Hollenbeck,0461,812,"CHILD, CRIME AGAINST",IC,Invest Cont,  100      S  CLARENCE                     ST,,"(34.0475, -118.2241)"
03/11/2014,140407651,11/29/2013,0200,04,Hollenbeck,0461,812,"CHILD, CRIME AGAINST",IC,Invest Cont,  100      S  CLARENCE                     ST,,"(34.0475, -118.2241)"
03/27/2014,140308934,11/27/2013,1000,03,Southwest,0373,354,THEFT OF IDENTITY,IC,Invest Cont, 3700         OLMSTED                      AV,,"(34.0199, -118.3281)"
03/27/2014,142107792,11/27/2013,1750,21,Topanga,2158,956,"LETTERS, LEWD",IC,Invest Cont, 6300         DE SOTO                      AV,,"(34.1847, -118.5888)"
03/21/2014,141606791,11/27/2013,0730,16,Foothill,1623,812,"CHILD, CRIME AGAINST",IC,Invest Cont,              GLENOAKS,   PIERCE,"(34.2707, -118.4085)"
03/27/2014,141209259,11/27/2013,0330,12,77th Street,1239,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,  800      W  62ND                         ST,,"(33.9837, -118.287)"
03/10/2014,140907380,11/27/2013,1400,09,Van Nuys,0935,354,THEFT OF IDENTITY,IC,Invest Cont, 6200         SYLMAR                       AV,,"(34.1827, -118.4465)"
03/06/2014,140806380,11/27/2013,1500,08,West LA,0805,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,11600         BELLAGIO                     RD,,"(34.0774, -118.4662)"
03/17/2014,141208621,11/26/2013,1200,12,77th Street,1268,354,THEFT OF IDENTITY,IC,Invest Cont,  200      E  83RD                         ST,,"(33.9637, -118.2717)"
03/17/2014,141007167,11/26/2013,1000,10,West Valley,1029,354,THEFT OF IDENTITY,IC,Invest Cont,15900         VANOWEN                      ST,,"(34.1939, -118.4793)"
03/10/2014,140108545,11/25/2013,1600,01,Central,0152,480,BIKE - STOLEN,IC,Invest Cont,  700      W  7TH                          ST,,"(34.048, -118.2577)"
03/24/2014,141007465,11/25/2013,1200,10,West Valley,1029,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,15700         VANOWEN                      ST,,"(34.1939, -118.4749)"
